datetime,discharge
2013-06-01,445.6072878447685
2013-06-02,361.76918374209833
2013-06-03,272.8434139694534
2013-06-04,274.39443033809977
2013-06-05,447.5103424956699
2013-06-06,460.9263863479784
2013-06-07,421.17674933479947
2013-06-08,494.19393834360034
2013-06-09,417.4693621692557
2013-06-10,445.6072878447685
2013-06-11,388.30509437704836
2013-06-12,423.03557340538924
2013-06-13,540.7331170904343
2013-06-14,526.3840784319815
2013-06-15,688.3896622680838
2013-06-16,808.7351713358281
2013-06-17,582.6140096955122
2013-06-18,482.3419749145407
2013-06-19,421.17674933479947
2013-06-20,530.4673546336824
2013-06-21,569.9128817425326
2013-06-22,647.8617695466238
2013-06-23,699.8291712204505
2013-06-24,704.4270014167449
2013-06-25,816.0650965960396
2013-06-26,921.5635085128736
2013-06-27,885.803110004621
2013-06-28,823.4226186021252
2013-06-29,786.9113881336343
2013-06-30,777.2920652225182
2013-07-01,702.1265146914911
2013-07-02,748.7312385419673
2013-07-03,779.6922633665603
2013-07-04,820.967047485531
2013-07-05,767.7221984385603
2013-07-06,659.016441850247
2013-07-07,767.7221984385603
2013-07-08,732.2774033489568
2013-07-09,711.3473041961137
2013-07-10,729.9393285540557
2013-07-11,667.9973630790162
2013-07-12,559.4180542281763
2013-07-13,534.5637984753663
2013-07-14,526.3840784319815
2013-07-15,451.3266058794835
2013-07-16,451.3266058794835
2013-07-17,474.5075146705451
2013-07-18,532.5139316445898
2013-07-19,610.5328809622915
2013-07-20,924.1404090379766
2013-07-21,1016.2148137425754
2013-07-22,818.5145396465261
2013-07-23,865.6345610940073
2013-07-24,1018.8990118525903
2013-07-25,1162.5215331856975
2013-07-26,1103.569124182118
2013-07-27,1059.5160064510358
2013-07-28,1322.9394579978443
2013-07-29,1260.6682837505007
2013-07-30,1248.9495101399705
2013-07-31,1154.021406887946
2013-08-01,1302.0431632974169
2013-08-02,1626.631365372326
2013-08-03,1837.7239552118795
2013-08-04,2110.165356486881
2013-08-05,1626.631365372326
2013-08-06,1444.9978273368095
2013-08-07,1404.8359652118718
2013-08-08,1260.6682837505007
