datetime,stage
1965-11-07 00:00:00,4.7
1965-11-08 00:00:00,4.69
1965-11-09 00:00:00,4.68
1965-11-10 00:00:00,4.67
1965-11-11 00:00:00,4.65
1965-11-12 00:00:00,4.64
1965-11-13 00:00:00,4.6
1965-11-14 00:00:00,4.6
1965-11-15 00:00:00,4.56
1965-11-16 00:00:00,4.54
1965-11-17 00:00:00,4.52
1965-11-18 00:00:00,4.5
1965-11-19 00:00:00,4.47
1965-11-20 00:00:00,4.44
1965-11-21 00:00:00,4.43
1965-11-22 00:00:00,4.45
1965-11-23 00:00:00,4.46
1965-11-24 00:00:00,4.44
1965-11-25 00:00:00,4.53
1965-11-26 00:00:00,4.5
1965-11-27 00:00:00,4.58
1965-11-28 00:00:00,4.55
1965-11-29 00:00:00,4.53
1965-11-30 00:00:00,4.5
1965-12-01 00:00:00,4.48
1965-12-02 00:00:00,4.39
1965-12-03 00:00:00,4.34
1965-12-04 00:00:00,4.31
1965-12-05 00:00:00,4.26
1965-12-06 00:00:00,4.25
1965-12-07 00:00:00,4.24
1965-12-08 00:00:00,4.24
1965-12-09 00:00:00,4.23
1965-12-10 00:00:00,4.2
1965-12-11 00:00:00,4.21
1965-12-12 00:00:00,4.23
1965-12-13 00:00:00,4.19
1965-12-14 00:00:00,4.18
1965-12-15 00:00:00,4.16
1965-12-16 00:00:00,4.14
1965-12-17 00:00:00,4.13
1965-12-18 00:00:00,4.12
1965-12-19 00:00:00,4.16
1965-12-20 00:00:00,4.32
1965-12-21 00:00:00,4.42
1965-12-22 00:00:00,4.33
1965-12-23 00:00:00,4.24
1965-12-24 00:00:00,4.19
1965-12-25 00:00:00,4.14
1965-12-26 00:00:00,4.12
1965-12-27 00:00:00,4.07
1965-12-28 00:00:00,4.05
1965-12-29 00:00:00,4.03
1965-12-30 00:00:00,4.01
1965-12-31 00:00:00,3.98
1966-01-01 00:00:00,3.97
1966-01-02 00:00:00,3.98
1966-01-03 00:00:00,3.98
1966-01-04 00:00:00,3.98
1966-01-05 00:00:00,3.96
1966-01-06 00:00:00,3.94
1966-01-07 00:00:00,3.93
1966-01-08 00:00:00,3.91
1966-01-09 00:00:00,3.89
1966-01-10 00:00:00,3.99
1966-01-11 00:00:00,3.97
1966-01-12 00:00:00,3.95
1966-01-13 00:00:00,3.92
1966-01-14 00:00:00,3.88
1966-01-15 00:00:00,3.86
1966-01-16 00:00:00,3.84
1966-01-17 00:00:00,3.83
1966-01-18 00:00:00,3.81
1966-01-19 00:00:00,3.8
1966-01-20 00:00:00,3.8
1966-01-21 00:00:00,3.78
1966-01-22 00:00:00,3.78
1966-01-23 00:00:00,3.79
1966-01-24 00:00:00,3.8
1966-01-25 00:00:00,3.82
1966-01-26 00:00:00,3.79
1966-01-27 00:00:00,3.77
1966-01-28 00:00:00,3.76
1966-01-29 00:00:00,3.75
1966-01-30 00:00:00,3.74
1966-01-31 00:00:00,3.72
1966-02-01 00:00:00,3.71
1966-02-02 00:00:00,3.7
1966-02-03 00:00:00,3.69
1966-02-04 00:00:00,3.68
1966-02-05 00:00:00,3.68
1966-02-06 00:00:00,3.71
1966-02-07 00:00:00,3.74
1966-02-08 00:00:00,3.78
1966-02-09 00:00:00,3.76
1966-02-10 00:00:00,3.74
1966-02-11 00:00:00,3.68
1966-02-12 00:00:00,3.67
1966-02-13 00:00:00,3.65
1966-02-14 00:00:00,3.64
1966-02-15 00:00:00,3.64
1966-02-16 00:00:00,3.63
1966-02-17 00:00:00,3.61
1966-02-18 00:00:00,3.59
1966-02-19 00:00:00,3.58
1966-02-20 00:00:00,3.58
1966-02-21 00:00:00,3.58
1966-02-22 00:00:00,3.57
1966-02-23 00:00:00,3.56
1966-02-24 00:00:00,3.55
1966-02-25 00:00:00,3.55
1966-02-26 00:00:00,3.55
1966-02-27 00:00:00,3.54
1966-02-28 00:00:00,3.54
1966-03-01 00:00:00,3.54
1966-03-02 00:00:00,3.53
1966-03-03 00:00:00,3.53
1966-03-04 00:00:00,3.53
1966-03-05 00:00:00,3.52
1966-03-06 00:00:00,3.52
1966-03-07 00:00:00,3.51
1966-03-08 00:00:00,3.51
1966-03-09 00:00:00,3.49
1966-03-10 00:00:00,3.48
1966-03-11 00:00:00,3.48
1966-03-12 00:00:00,3.48
1966-03-13 00:00:00,3.47
1966-03-14 00:00:00,3.47
1966-03-15 00:00:00,3.46
1966-03-16 00:00:00,3.43
1966-03-17 00:00:00,3.44
1966-03-18 00:00:00,3.43
1966-03-19 00:00:00,3.42
1966-03-20 00:00:00,3.41
1966-03-21 00:00:00,3.43
1966-03-22 00:00:00,3.45
1966-03-23 00:00:00,3.47
1966-03-24 00:00:00,3.5
1966-03-25 00:00:00,3.52
1966-03-26 00:00:00,3.57
1966-03-27 00:00:00,3.55
1966-03-28 00:00:00,3.54
1966-03-29 00:00:00,3.55
1966-03-30 00:00:00,3.54
1966-03-31 00:00:00,3.54
1967-04-01 00:00:00,3.21
1967-04-02 00:00:00,3.21
1967-04-03 00:00:00,3.19
1967-04-04 00:00:00,3.18
1967-04-05 00:00:00,3.16
1967-04-06 00:00:00,3.15
1967-04-07 00:00:00,3.15
1967-04-08 00:00:00,3.19
1967-04-09 00:00:00,3.22
1967-04-10 00:00:00,3.21
1967-04-11 00:00:00,3.19
1967-04-12 00:00:00,3.17
1967-04-13 00:00:00,3.21
1967-04-14 00:00:00,3.22
1967-04-15 00:00:00,3.24
1967-04-16 00:00:00,3.27
1967-04-17 00:00:00,3.29
1967-04-18 00:00:00,3.33
1967-04-19 00:00:00,3.38
1967-04-20 00:00:00,3.43
1967-04-21 00:00:00,3.49
1967-04-22 00:00:00,3.52
1967-04-23 00:00:00,3.49
1967-04-24 00:00:00,3.48
1967-04-25 00:00:00,3.51
1967-04-26 00:00:00,3.59
1967-04-27 00:00:00,3.62
1967-04-28 00:00:00,3.84
1967-04-29 00:00:00,3.88
1967-04-30 00:00:00,3.86
1967-05-01 00:00:00,3.75
1967-05-02 00:00:00,3.56
1967-05-03 00:00:00,3.52
1967-05-04 00:00:00,3.49
1967-05-05 00:00:00,3.47
1967-05-06 00:00:00,3.47
1967-05-07 00:00:00,3.56
1967-05-08 00:00:00,3.59
1967-05-09 00:00:00,3.61
1967-05-10 00:00:00,3.57
1967-05-11 00:00:00,3.51
1967-05-12 00:00:00,3.48
1967-05-13 00:00:00,3.41
1967-05-14 00:00:00,3.36
1967-05-15 00:00:00,3.35
1967-05-16 00:00:00,3.41
1967-05-17 00:00:00,3.51
1967-05-18 00:00:00,3.59
1967-05-19 00:00:00,3.75
1967-05-20 00:00:00,3.8
1967-05-21 00:00:00,3.76
1967-05-22 00:00:00,3.63
1967-05-23 00:00:00,3.59
1967-05-24 00:00:00,3.86
1967-05-25 00:00:00,3.73
1967-05-26 00:00:00,3.67
1967-05-27 00:00:00,3.63
1967-05-28 00:00:00,3.68
1967-05-29 00:00:00,3.79
1967-05-30 00:00:00,3.92
1967-05-31 00:00:00,4.24
1967-06-01 00:00:00,4.31
1967-06-02 00:00:00,4.25
1967-06-03 00:00:00,4.17
1967-06-04 00:00:00,4.59
1967-06-05 00:00:00,4.84
1967-06-06 00:00:00,5.18
1967-06-07 00:00:00,5.78
1967-06-08 00:00:00,5.52
1967-06-09 00:00:00,5.28
1967-06-10 00:00:00,4.91
1967-06-11 00:00:00,4.82
1967-06-12 00:00:00,5.92
1967-06-13 00:00:00,6.42
1967-06-14 00:00:00,5.68
1967-06-15 00:00:00,5.35
1967-06-16 00:00:00,4.92
1967-06-17 00:00:00,4.73
1967-06-18 00:00:00,4.62
1967-06-19 00:00:00,4.58
1967-06-20 00:00:00,4.49
1967-06-21 00:00:00,4.41
1967-06-22 00:00:00,4.35
1967-06-23 00:00:00,4.29
1967-06-24 00:00:00,4.25
1967-06-25 00:00:00,4.32
1967-06-26 00:00:00,4.44
1967-06-27 00:00:00,4.45
1967-06-28 00:00:00,4.53
1967-06-29 00:00:00,4.67
1967-06-30 00:00:00,4.73
1967-07-01 00:00:00,4.83
1967-07-02 00:00:00,4.82
1967-07-03 00:00:00,4.74
1967-07-04 00:00:00,4.61
1967-07-05 00:00:00,4.45
1967-07-06 00:00:00,4.5
1967-07-07 00:00:00,4.73
1967-07-08 00:00:00,5.28
1967-07-09 00:00:00,5.49
1967-07-10 00:00:00,6.29
1967-07-11 00:00:00,6.79
1967-07-12 00:00:00,6.51
1967-07-13 00:00:00,6.42
1967-07-14 00:00:00,6.8
1967-07-15 00:00:00,6.71
1967-07-16 00:00:00,6.2
1967-07-17 00:00:00,5.98
1967-07-18 00:00:00,5.97
1967-07-19 00:00:00,5.74
1967-07-20 00:00:00,5.53
1967-07-21 00:00:00,5.79
1967-07-22 00:00:00,6.19
1967-07-23 00:00:00,5.59
1967-07-24 00:00:00,5.65
1967-07-25 00:00:00,5.83
1967-07-26 00:00:00,6.58
1967-07-27 00:00:00,6.82
1967-07-28 00:00:00,6.49
1967-07-29 00:00:00,6.29
1967-07-30 00:00:00,6.94
1967-07-31 00:00:00,6.84
1967-08-01 00:00:00,6.94
1967-08-02 00:00:00,6.89
1967-08-03 00:00:00,6.95
1967-08-04 00:00:00,7.15
1967-08-05 00:00:00,7.38
1967-08-06 00:00:00,6.61
1967-08-07 00:00:00,7.89
1967-08-08 00:00:00,8.11
1967-08-09 00:00:00,8.11
1967-08-10 00:00:00,8.24
1967-08-11 00:00:00,7.81
1967-08-12 00:00:00,7.24
1967-08-13 00:00:00,6.59
1967-10-09 00:00:00,6.29
1967-10-10 00:00:00,7.52
1967-10-11 00:00:00,7.12
1967-10-12 00:00:00,6.56
1967-10-13 00:00:00,6.5
1967-10-14 00:00:00,6.45
1967-10-15 00:00:00,6.39
1967-10-16 00:00:00,6.31
1967-10-17 00:00:00,6.22
1967-10-18 00:00:00,6.11
1967-10-19 00:00:00,5.87
1967-10-20 00:00:00,5.58
1967-10-21 00:00:00,5.57
1967-10-22 00:00:00,5.54
