datetime,observation,prediction
2012-01-01,16.8138548197836,8.439499
2012-01-02,16.603355185186366,8.186108
2012-01-03,16.394395117820338,8.027955
2012-01-04,15.776720659041027,7.834055
2012-01-05,14.974515706978176,7.5888133
2012-01-06,14.388770078691635,7.336861999999999
2012-01-07,13.074523846784356,7.081069
2012-01-08,11.661318683398076,6.893675
2012-01-09,11.155448295163676,6.6879296
2012-01-10,11.155448295163676,6.5141306
2012-01-11,11.155448295163676,6.344719
2012-01-12,11.491246060326032,6.1451855
2012-01-13,11.491246060326032,5.9657135000000014
2012-01-14,11.661318683398076,5.8171940000000015
2012-01-15,11.491246060326032,5.685748
2012-01-16,11.322623755854506,5.5601707000000005
2012-01-17,11.322623755854506,5.8022556
2012-01-18,11.491246060326032,6.58518
2012-01-19,11.491246060326032,7.522177
2012-01-20,11.155448295163676,8.066771000000001
2012-01-21,11.155448295163676,6.836876400000001
2012-01-22,11.155448295163676,5.8430004
2012-01-23,10.98971619018672,5.301749
2012-01-24,10.825423939476002,5.2474833
2012-01-25,10.501144927340642,4.961536
2012-01-26,10.501144927340642,4.5760830000000015
2012-01-27,10.182582974336711,4.3826632000000005
2012-01-28,10.182582974336711,4.2133627
2012-01-29,9.715397108507409,4.100751399999999
2012-01-30,9.562495988178432,4.0252423
2012-01-31,9.260913252088619,3.9561424
2012-02-01,8.964932159385306,3.856341000000001
2012-02-02,8.531399116134073,3.7390847
2012-02-03,8.389656863342081,3.6121306
2012-02-04,8.110303013557939,3.5464976000000004
2012-02-05,8.110303013557939,3.4660842000000005
2012-02-06,7.836431502899063,3.369082
2012-02-07,7.836431502899063,3.2851808
2012-02-08,7.701542111775059,3.1933827
2012-02-09,7.305013326241653,3.1664617
2012-02-10,7.175537295764334,3.3597982
2012-02-11,7.0474048879100835,3.1273181
2012-02-12,6.795155230832274,2.9159539
2012-02-13,6.426759248378809,2.7999978
2012-02-14,6.795155230832274,2.703751
2012-02-15,7.0474048879100835,2.6520145
2012-02-16,7.305013326241653,2.6329057
2012-02-17,7.701542111775059,2.7023828
2012-02-18,8.110303013557939,3.2522085
2012-02-19,8.389656863342081,3.4036994
2012-02-20,8.674523261915764,2.9266536
2012-02-21,8.964932159385306,2.5844975
2012-02-22,8.819033036386148,2.352902
2012-02-23,8.389656863342081,2.3031492
2012-02-24,8.110303013557939,2.4423935
2012-02-25,8.110303013557939,2.2979217
2012-02-26,7.701542111775059,2.2421384
2012-02-27,7.435836884062483,2.3035214
2012-02-28,7.0474048879100835,2.5420578
2012-02-29,6.548232752696166,2.3888505
2012-03-01,5.95402285391024,2.0938966
2012-03-02,5.2839411342830545,1.9077703
2012-03-03,4.3648259881258085,1.87419
2012-03-05,4.08092298519408,1.860541
2012-03-06,4.760736675252666,1.9078596
2012-03-07,4.966216994155621,1.7327433999999995
2012-03-08,4.760736675252666,1.5966744
2012-03-09,4.3648259881258085,1.6645378
2012-03-10,3.808054210095421,2.4367194
2012-03-11,3.808054210095421,3.608361
2012-03-12,3.808054210095421,3.6688123
2012-03-13,3.6322110571328063,2.7494650000000003
2012-03-14,3.6322110571328063,1.9648612
2012-03-15,3.6322110571328063,1.5673382
2012-03-16,3.6322110571328063,1.46495
2012-03-17,3.6322110571328063,1.4442434
2012-03-18,3.37745771696988,1.4740719
2012-03-19,3.37745771696988,1.6137735
2012-03-20,3.213574864339173,1.850329
2012-03-21,3.1334049586702912,1.817811
2012-03-22,3.1334049586702912,1.6787623
2012-03-23,2.8999233258499504,1.6736668
2012-03-24,2.7500766688690934,1.7187046
2012-03-25,2.6048298981259093,1.822572
2012-03-26,2.5339188903350345,2.669287
2012-03-27,2.3954961598866347,2.7835484
2012-03-28,2.327974139542736,2.432968
2012-03-29,2.261571421429041,1.798661
2012-03-30,2.1321028774194364,1.2187448
2012-03-31,2.1321028774194364,1.05633
2012-04-01,2.1321028774194364,1.044985
2012-04-02,2.1321028774194364,1.017783
2012-04-03,2.1321028774194364,1.1202278
2012-04-04,2.3954961598866347,2.0482407
2012-04-05,2.824422512983724,3.5513825
2012-04-06,3.8977920047779255,4.3804617
2012-04-07,5.392400582052766,2.7978241
2012-04-08,6.795155230832274,1.7765871
2012-04-09,8.110303013557939,15.384955
2012-04-10,7.836431502899063,40.629017
2012-04-11,7.701542111775059,20.036556
2012-04-12,7.568011856136535,4.3184457
2012-04-13,7.435836884062483,1.7341578000000002
2012-04-14,6.920612179931259,1.5020621
2012-04-15,6.3066055519072854,1.9611459
2012-04-16,5.8391078337935935,1.9161882
2012-04-17,5.6131719470622095,1.6047721
2012-04-18,5.6131719470622095,1.5805471000000002
2012-04-19,5.502142786146614,3.1153297
2012-04-20,5.070853596101029,4.7636733
2012-04-21,4.659884309027479,3.2010543
2012-04-22,4.08092298519408,1.7603503
2012-04-23,3.8977920047779255,1.4529223
2012-04-24,3.7195287670469637,1.8434371
2012-04-25,3.6322110571328063,2.4910698
2012-04-26,4.461933361978508,1.9936194
2012-04-27,5.6131719470622095,1.403047
2012-04-28,6.3066055519072854,1.5951110000000002
2012-04-29,6.795155230832274,2.0457232
2012-04-30,6.795155230832274,4.1207705
2012-05-01,6.795155230832274,4.389524
2012-05-02,6.920612179931259,2.988562
2012-05-03,7.175537295764334,4.5608783
2012-05-04,7.240107113710126,7.977053999999999
2012-05-05,7.701542111775059,4.9317403
2012-05-06,7.370256420887343,1.802239
2012-05-07,7.370256420887343,1.2574315
2012-05-08,7.568011856136535,8.919449
2012-05-09,7.634607332360005,53.678593000000006
2012-05-10,7.836431502899063,55.016735
