datetime,observation,prediction
2012-01-04,0.0,3.0022564
2012-01-05,0.0,2.9446971
2012-01-06,0.0,2.8652549
2012-01-07,0.0,2.7680990000000003
2012-05-19,2.353229377973445,2.6672130000000003
2012-05-20,2.353229377973445,2.577507
2012-05-21,2.7283689962235607,2.5066867000000004
2012-05-22,0.7357132921804622,2.4297798
2012-05-31,10.205807218384711,2.3485205
2012-06-01,10.205807218384711,2.2817173
2012-06-02,19.85066410025731,2.2220397000000003
2012-06-03,18.918171108426627,2.1527965
2012-06-04,12.924416083806408,2.1076262000000003
2012-06-05,8.637663839761245,2.0541017
2012-06-06,8.325826974067265,1.9883486
2012-06-07,10.205807218384711,1.9746945
2012-06-08,9.666547750643424,2.3223684
2012-06-09,4.04068757407576,3.1487112
2012-06-10,0.0,2.8318365
2012-06-11,0.0,2.153147
2012-06-12,0.0,2.1002119
2012-06-13,0.0,1.8373396
2012-06-14,0.0,1.7544571
2012-06-15,0.0,1.6763277
2012-06-16,0.0,1.5875543
2012-06-17,0.0,1.5406476
2012-06-18,0.0,1.4993035
2012-06-19,0.0,1.4516833999999998
2012-06-20,0.0,1.4037567
2012-06-21,0.0,1.3702561000000002
2012-06-22,0.0,1.340317
2012-06-23,0.0,1.3099903
2012-06-24,0.0,1.2663554
2012-06-25,0.0,1.2352562
2012-06-26,0.0,1.2084335
2012-06-27,0.0,1.1649486
2012-06-28,0.0,1.1205972
2012-06-29,0.0,1.1037952
2012-06-30,0.0,1.0742776000000005
2012-07-01,0.0,1.0807359
2012-07-02,0.0,1.0511061000000002
2012-07-03,0.0,0.9859392
2012-07-04,0.0,0.9394422
2012-07-05,0.0,0.90543795
2012-07-06,0.0,0.8977572
2012-07-07,0.7357132921804622,0.89089864
2012-07-08,4.254815347745102,0.88209695
2012-07-09,4.04068757407576,0.88173825
2012-07-10,5.987385154474628,1.0069698
2012-07-11,7.305866426173129,1.1098112
2012-07-12,4.04068757407576,0.8430071
2012-07-13,4.943905871297317,0.77595603
2012-07-14,9.756311675376768,0.7580955
2012-07-15,16.136333933304748,0.7702241
2012-07-16,13.792284481028569,0.7795138
2012-07-17,13.792284481028569,0.7197649
2012-07-18,17.616953053765975,0.79989284
2012-07-19,17.756122783787845,0.8875629999999999
2012-07-20,22.66229205504464,0.8390953999999999
2012-07-21,27.4380173662009,0.6898288
2012-07-22,37.122642181252345,0.6432756
2012-07-23,39.64014464052137,0.62476057
2012-07-24,33.07598512434413,0.66513354
2012-07-25,27.2954582642865,0.6794218000000001
2012-07-26,18.1275350194584,0.5521005
2012-07-27,13.335123943974526,0.5173444
2012-07-28,9.039508064088825,0.5873716
2012-07-29,17.756122783787845,0.6382883
2012-07-30,18.081085365447898,0.7589807
2012-07-31,18.220453997667608,1.0419331
2012-08-01,21.113352810670897,1.0050793
2012-08-02,23.368314380547265,0.5962281
2012-08-03,22.66229205504464,0.49438456
2012-08-04,21.72281793264982,0.47493228
2012-08-05,20.084169676050927,0.48045453
2012-08-06,17.988205802597218,0.48040107
2012-08-07,15.905645574715795,0.5053229
2012-08-08,14.525472152485015,0.6123983000000001
2012-08-09,12.696554106352231,0.70484287
2012-08-10,11.334243968074059,0.5343346999999999
2012-08-11,9.980919953863776,0.6259355999999999
2012-08-12,7.085135708500478,0.61757284
2012-08-13,3.190742091815612,0.46705338
2012-08-14,1.5321460011593016,0.78570557
2012-08-15,1.5321460011593016,1.1400012
2012-08-16,1.5321460011593016,1.165528
2012-08-17,1.5321460011593016,0.48847204
2012-08-18,1.5321460011593016,0.34091303
2012-08-19,2.1462049060575925,0.33831394
2012-08-20,6.864783455409732,0.33707166
2012-08-21,15.675141503527813,0.31738913
2012-08-22,18.918171108426627,0.32550326
2012-08-23,20.785578781486045,0.6842814
2012-08-24,19.524010857088946,1.18545
2012-08-25,17.802526081965446,1.3487713
2012-08-26,17.616953053765975,0.76760584
2012-08-27,18.918171108426627,0.43652096
2012-08-28,19.524010857088946,16.157984
2012-08-29,25.493327235577034,22.097855
2012-08-30,29.29493550437244,3.6498003
2012-08-31,32.64397371570845,0.6414493
2012-09-01,38.91301152535927,0.3856974
2012-09-02,43.042977236015,0.47387797
2012-09-03,41.096607076870974,0.6287020000000001
2012-09-04,39.882686494988434,0.6196039000000001
2012-09-05,39.688646483615436,0.5921308000000001
2012-09-06,42.555920888809794,0.5822529000000001
2012-09-07,43.77413079525379,1.9059783
2012-09-08,44.89653821758763,2.0657866
2012-09-09,46.313951231342344,1.1159266
2012-09-10,46.70538605225647,0.53826505
2012-09-11,46.95012477409336,0.37377232
2012-09-12,46.21612095372736,0.47378936
2012-09-13,45.971595242332285,0.8567554000000001
2012-09-14,45.48275918291072,0.72804666
2012-09-15,45.971595242332285,0.3976988
2012-09-16,44.26194146383328,0.5326991999999999
2012-09-17,44.505958179281166,0.6124567
2012-09-18,45.971595242332285,1.542522
2012-09-19,46.21612095372736,1.5389574
2012-09-20,46.21612095372736,1.111392
2012-09-21,46.41179290133285,3.3471932
2012-09-22,47.43981292349099,4.85366
2012-09-23,49.05774812226964,1.2563668
2012-09-24,49.3522373270034,0.5857555999999999
2012-09-25,49.25406346710461,0.88047075
2012-09-26,49.05774812226964,2.9896803
2012-09-27,48.272921242823294,7.9129705
2012-09-28,48.665247471438434,6.232794
2012-09-29,48.17486708647256,20.755777
2012-09-30,48.518104628296356,28.317940000000004
2012-10-01,48.37098637926719,5.9995660000000015
2012-10-02,48.17486708647256,0.9789968
2012-10-03,47.929779864166186,1.6216601000000002
2012-10-04,48.37098637926721,2.3696778
