observation,datetime,prediction
5241.318673819331,2017-04-15,1981.4606
5148.043272037578,2017-04-16,1871.4875
5073.743339760467,2017-04-17,1972.2046
4926.006187956701,2017-04-18,2179.4922
4670.27641464013,2017-04-19,2345.4863
4579.825206535198,2017-04-20,2558.6602
4688.422727023699,2017-04-21,2496.7996
4889.253093339871,2017-04-22,2141.7922
4962.8320132481895,2017-04-23,1948.8405
4999.730314741988,2017-04-24,1923.3047
4852.572986172234,2017-04-25,2009.0829
4634.039757691299,2017-04-26,2067.9407
4561.791277017594,2017-04-27,2085.4312
4400.338499492724,2017-04-28,2199.7634
4525.78000885571,2017-04-29,2511.4736
4400.338499492724,2017-04-30,2819.615
4418.20148257421,2017-05-01,2995.9944
4471.905113379817,2017-05-02,3066.312
4561.791277017594,2017-05-03,2946.8367
4944.4100252262015,2017-05-04,2921.0742
5656.926611026799,2017-05-05,3024.6118
5790.908793543296,2017-05-06,3157.907
5829.341463485766,2017-05-07,3070.5847
5887.116384982221,2017-05-08,2864.3528
6139.204416678817,2017-05-09,2828.9927
5983.741975051509,2017-05-10,3174.8206
6061.3412602089775,2017-05-11,3734.5269
5983.741975051509,2017-05-12,4173.7417
5676.016028036218,2017-05-13,4358.309
5353.831601200272,2017-05-14,4499.3813
5092.291502274768,2017-05-15,4458.774
4926.006187956701,2017-05-16,4497.3174
5148.043272037578,2017-05-17,4838.8809999999985
5714.245863804997,2017-05-18,5105.8013
6512.610029521613,2017-05-19,5639.639
6992.489387113826,2017-05-20,6117.047
7154.437488875807,2017-05-21,6830.57
7440.189636640188,2017-05-22,7609.272
7625.4408400073025,2017-05-23,7872.425
8230.450416957712,2017-05-24,7865.8716
9916.21853891949,2017-05-25,8163.269
11244.63683334991,2017-05-26,8737.052
12169.834919007975,2017-05-27,8913.059000000001
13329.045665701145,2017-05-28,9167.405
14149.528607557582,2017-05-29,9776.838
14100.907277036658,2017-05-30,10820.758999999998
13617.144543461267,2017-05-31,12352.526000000002
12757.781894344764,2017-06-01,13269.986
12357.178022732429,2017-06-02,13470.574
12029.826252606365,2017-06-03,13732.982
11267.529416909623,2017-06-04,13774.271
10766.759305758034,2017-06-05,12907.411
10249.742434621823,2017-06-06,11191.458
9827.774048087402,2017-06-07,9981.789
9717.514124450105,2017-06-08,9425.255
10518.650296109892,2017-06-09,9365.113
11290.434318983573,2017-06-10,9811.562
12357.178022732429,2017-06-11,9685.429
13520.930489725066,2017-06-12,9858.917
14662.711597891655,2017-06-13,10039.826
15354.407897256462,2017-06-14,9717.888
15279.895054273069,2017-06-15,9500.826
15106.405705956626,2017-06-16,9724.606
14933.44217615708,2017-06-17,9869.529
14173.855877071304,2017-06-18,9920.973
13713.538886482038,2017-06-19,9871.994
14149.528607557582,2017-06-20,9805.569
14295.657910029026,2017-06-21,9720.022
13979.548086507804,2017-06-22,9733.43
13785.952598976115,2017-06-23,9962.18
14638.164851748152,2017-06-24,10065.176
15979.054842439593,2017-06-25,9788.816
16432.852413804903,2017-06-26,9870.214
15778.451291705976,2017-06-27,10376.93
14589.104041397874,2017-06-28,10619.643
13882.661013587784,2017-06-29,10230.255
13665.31921627296,2017-06-30,9829.399
13257.276396821628,2017-07-01,9823.748
13042.585834489597,2017-07-02,9508.569
12781.451891196442,2017-07-03,8999.402
12239.999777092931,2017-07-04,8838.49
12357.178022732429,2017-07-05,9032.958
13137.889297918717,2017-07-06,9322.597
14564.589994411108,2017-07-07,9626.101
16331.718162830915,2017-07-08,10403.131
18177.0054429655,2017-07-09,11736.074
18489.57962272857,2017-07-10,12517.833
19541.579536390163,2017-07-11,13032.058
20099.993728296377,2017-07-12,13641.536
20313.814164636522,2017-07-13,14153.138
20824.02668768567,2017-07-14,14363.604
21963.630051557582,2017-07-15,14945.976
25419.375466512563,2017-07-16,16565.836
27892.515920694663,2017-07-17,18815.502
30068.2790274502,2017-07-18,21286.025
31292.16466273791,2017-07-19,23806.197
32377.36218673792,2017-07-20,25028.916
32741.261259846964,2017-07-21,25333.87
32468.23597974587,2017-07-22,25498.11
31803.398544219093,2017-07-23,26060.941000000006
32195.817084359882,2017-07-24,26519.88
34576.75268622919,2017-07-25,27949.598
39597.61130363105,2017-07-26,31818.076
44200.26477542985,2017-07-27,37386.914
45985.199889142874,2017-07-28,43999.273
46184.676244400514,2017-07-29,50128.01
44925.20141496048,2017-07-30,54416.977
43184.08779627703,2017-07-31,55688.723
40944.962128881845,2017-08-01,54696.06
38960.23157902174,2017-08-02,56325.285
37190.257983530886,2017-08-03,62449.29
36282.289842699145,2017-08-04,67370.99
36001.71832656087,2017-08-05,68276.11
36219.890808081975,2017-08-06,66390.02
35846.0947113179,2017-08-07,63325.453
35287.331452229046,2017-08-08,59777.668
35659.582207855696,2017-08-09,56480.48
34854.34940982267,2017-08-10,52660.324
33289.121458641814,2017-08-11,48621.555
32135.362142459548,2017-08-12,44339.902
30992.466114886633,2017-08-13,40675.402
30544.354120842716,2017-08-14,38589.547
29387.406037884477,2017-08-15,37737.137
28154.815006865654,2017-08-16,37315.87
28183.999429995863,2017-08-17,37328.63
28009.013053471495,2017-08-18,37689.055
27398.841486739282,2017-08-19,37095.785
26705.883603318387,2017-08-20,35188.707
25931.95967204701,2017-08-21,33758.875
25419.375466512563,2017-08-22,33730.23
25817.818177640303,2017-08-23,34089.375
26821.04983949024,2017-08-24,32894.785
26475.945341219893,2017-08-25,30754.66
26504.65882588825,2017-08-26,29543.662
28798.71474210371,2017-08-27,29390.232000000004
30038.590155860267,2017-08-28,29967.896
29801.35903777149,2017-08-29,31226.73
29416.92323162524,2017-08-30,32491.672
28417.76254950437,2017-08-31,33477.957
27225.161944173116,2017-09-01,35584.453
27167.333784863386,2017-09-02,36566.52
28096.47018132089,2017-09-03,35400.324
28505.55534167533,2017-09-04,33219.98
28447.018848046515,2017-09-05,31742.002
28388.514221620353,2017-09-06,32014.29
28359.27386825791,2017-09-07,32856.527
27805.22748724356,2017-09-08,33880.168
27051.775193852416,2017-09-09,34540.375
26275.181921621603,2017-09-10,34906.633
25817.818177640303,2017-09-11,35074.902
25476.19533441612,2017-09-12,35003.992
24966.029116386107,2017-09-13,35122.164
24065.861321222666,2017-09-14,34689.613
23063.730901099432,2017-09-15,33817.906
22621.98413267764,2017-09-16,33489.57
26447.240097160684,2017-09-17,33290.242
29682.930426187875,2017-09-18,33420.254
30663.68164406183,2017-09-19,33669.613
31652.80810897313,2017-09-20,33820.36
32105.145953744293,2017-09-21,34164.0
32044.736157438256,2017-09-22,34135.598
31412.25755997461,2017-09-23,34575.973
30813.014055678424,2017-09-24,37329.47
30276.318254170445,2017-09-25,41080.54
29357.896689940648,2017-09-26,44433.652
28154.815006865654,2017-09-27,46473.684
26936.34712442503,2017-09-28,47681.027
26705.883603318387,2017-09-29,47957.34400000001
25903.41180538493,2017-09-30,45676.21
24458.607717760795,2017-10-01,41631.65
24177.902757293,2017-10-02,37942.56
25334.208676176502,2017-10-03,36577.766
24290.08179904031,2017-10-04,36888.145
22897.810960719708,2017-10-05,39019.84
22787.37406763913,2017-10-06,41109.207
23229.967405392017,2017-10-07,41638.168
23674.80430225348,2017-10-08,41082.023
22539.40889326522,2017-10-09,38620.44
20635.66407974857,2017-10-10,36728.66
19833.562866792265,2017-10-11,35463.484
19488.615008736266,2017-10-12,34716.42
20824.02668768567,2017-10-13,34714.45
22456.913655772445,2017-10-14,34745.7
21554.786129463268,2017-10-15,34766.42
19886.7737049462,2017-10-16,34523.906
19277.138137318583,2017-10-17,33309.47
19171.629131679078,2017-10-18,31571.963
18934.795638944088,2017-10-19,30524.39
18882.271949473532,2017-10-20,30198.121
18672.564155370783,2017-10-21,29746.094
17453.19395528496,2017-10-22,29289.688
17376.106270390497,2017-10-23,29901.443
17607.63983831157,2017-10-24,30630.79
17478.909911394378,2017-10-25,29970.691000000006
16762.67598961035,2017-10-26,28213.984
15653.415503515307,2017-10-27,26343.76
15032.213927261617,2017-10-28,24578.256
14198.194204157791,2017-10-29,23115.186
13209.487256354543,2017-10-30,21985.719
12876.247867125192,2017-10-31,21213.623
12663.218199386492,2017-11-01,20746.611
12474.651140646074,2017-11-02,20603.857
12616.006270084705,2017-11-03,20735.283
13520.93048972506,2017-11-04,20724.16
14149.52860755758,2017-11-05,20248.48
14368.871358505736,2017-11-06,19611.533
17427.488025108083,2017-11-07,19151.098
18125.047143626434,2017-11-08,18908.645
17247.827825896657,2017-11-09,19281.049
16004.17739744538,2017-11-10,20270.879
14908.776190540648,2017-11-11,21237.93
14076.613233970022,2017-11-12,22409.32
13352.991532214366,2017-11-13,21905.236
12781.45189119644,2017-11-14,19450.305
12076.448144534774,2017-11-15,17548.273
11751.101335330415,2017-11-16,16496.98
11635.478138269093,2017-11-17,15537.669
11244.63683334991,2017-11-18,14733.521
10812.034127245552,2017-11-19,14258.154
10004.872339439202,2017-11-20,13937.096
9805.695733441382,2017-11-21,13584.61
9651.516542491074,2017-11-22,13322.889
10272.080896817532,2017-11-23,13193.985
10182.804379372525,2017-11-24,13141.822
10027.06839147824,2017-11-25,12999.703
10049.277457069611,2017-11-26,12949.107
9849.865499813195,2017-11-27,12998.937
9410.548555192168,2017-11-28,12850.775
9192.894118248394,2017-11-29,12550.372
9019.745934514327,2017-11-30,12166.887
8761.66757442574,2017-12-01,11582.714
8548.12647028974,2017-12-02,10788.874
8526.849247040258,2017-12-03,10000.64
8463.101912745742,2017-12-04,9397.748
9106.211089419541,2017-12-05,9040.787
9476.107014067436,2017-12-06,8848.769
9938.36240060141,2017-12-07,8801.976
10004.872339439202,2017-12-08,8954.283000000001
9783.630569786485,2017-12-09,8806.524
9454.240810753121,2017-12-10,8276.928
9149.525430429205,2017-12-11,7857.548000000002
8548.12647028974,2017-12-12,7547.1084
8020.447977821478,2017-12-13,7207.015
7501.805952866964,2017-12-14,6903.576999999998
7256.151478372487,2017-12-15,6689.4540000000015
7093.591981323405,2017-12-16,6495.528
6952.156138237027,2017-12-17,6267.9575
6791.443293234893,2017-12-18,6035.3755
6911.884734503669,2017-12-19,5852.059
7012.6791508947335,2017-12-20,5738.4659999999985
7032.884313004244,2017-12-21,5679.076999999998
6831.528140897256,2017-12-22,5641.2469999999985
6572.099046760251,2017-12-23,5618.8267
6003.116971064634,2017-12-24,5667.4272
5829.341463485766,2017-12-25,5705.0693
5925.716641230151,2017-12-26,5663.5703
5848.5830078025265,2017-12-27,5616.49
5695.122454588283,2017-12-28,5580.935
5561.735617539204,2017-12-29,5530.104
5297.496067432939,2017-12-30,5415.5723
5203.955326084028,2017-12-31,5207.6265
5260.026851674268,2018-01-01,4951.7676
5241.318673819331,2018-01-02,4692.084
5410.324489844851,2018-01-03,4469.3057
5448.073451687872,2018-01-04,4317.2637
5485.891776897493,2018-01-05,4226.489000000001
5335.035567496134,2018-01-06,4156.4404
5523.779240037375,2018-01-07,4060.9973
5580.739579815431,2018-01-08,3947.5913
5504.82688024266,2018-01-09,3846.273
5466.973958005705,2018-01-10,3752.9155
5410.324489844851,2018-01-11,3669.1655
5241.318673819331,2018-01-12,3607.922
5297.496067432939,2018-01-13,3568.5034
5241.318673819331,2018-01-14,3528.2266
5278.7526593649045,2018-01-15,3461.656
5353.831601200272,2018-01-16,3388.2708
5335.035567496134,2018-01-17,3336.6309
