stage,datetime,discharge,log_stage,log_discharge
5.28,1933-01-08,3705.0,0.7226339225338123,3.568788212315347
5.22,1933-01-09,3635.0,0.7176705030022621,3.5605044151950564
5.17,1933-01-10,3565.0,0.7134905430939426,3.5520595341878844
5.15,1933-01-11,3495.0,0.7118072290411911,3.5434471800817002
5.08,1933-01-12,3495.0,0.7058637122839193,3.5434471800817002
5.2,1933-01-13,3390.0,0.7160033436347992,3.530199698203082
4.98,1933-01-14,3320.0,0.6972293427597176,3.5211380837040362
4.95,1933-01-15,3320.0,0.6946051989335688,3.5211380837040362
4.9,1933-01-16,3285.0,0.6901960800285137,3.5165353738957994
4.87,1933-01-17,3215.0,0.6875289612146344,3.5071809772602407
4.86,1933-01-18,3110.0,0.6866362692622934,3.4927603890268375
4.86,1933-01-19,3250.0,0.6866362692622934,3.5118833609788744
4.95,1933-01-20,3390.0,0.6946051989335688,3.530199698203082
4.93,1933-01-21,3320.0,0.69284691927723,3.5211380837040362
4.86,1933-01-22,3145.0,0.6866362692622934,3.497620649781288
4.83,1933-01-23,3145.0,0.6839471307515121,3.497620649781288
4.78,1933-01-24,3110.0,0.6794278966121189,3.4927603890268375
4.75,1933-01-25,3075.0,0.6766936096248666,3.4878451201114355
4.73,1933-01-26,3005.0,0.6748611407378116,3.4778444763387584
4.7,1933-01-27,2900.0,0.6720978579357175,3.462397997898956
4.66,1933-01-28,2840.0,0.6683859166900001,3.4533183400470375
4.61,1933-01-29,2810.0,0.6637009253896482,3.44870631990508
4.57,1933-01-30,2780.0,0.6599162000698503,3.444044795918076
4.55,1933-01-31,2780.0,0.6580113966571124,3.444044795918076
4.51,1933-02-01,3075.0,0.6541765418779605,3.4878451201114355
4.5,1933-02-02,3075.0,0.6532125137753437,3.4878451201114355
4.46,1933-02-03,3075.0,0.6493348587121419,3.4878451201114355
4.44,1933-02-04,2900.0,0.6473829701146199,3.462397997898956
4.43,1933-02-05,2900.0,0.6464037262230695,3.462397997898956
4.42,1933-02-06,2900.0,0.6454222693490919,3.462397997898956
4.39,1933-02-07,2900.0,0.6424645202421213,3.462397997898956
4.37,1933-02-08,2750.0,0.6404814369704218,3.439332693830263
4.34,1933-02-09,2750.0,0.6374897295125107,3.439332693830263
4.3,1933-02-10,2600.0,0.6334684555795865,3.4149733479708178
4.28,1933-02-11,2600.0,0.631443769013172,3.4149733479708178
4.26,1933-02-12,2500.0,0.6294095991027189,3.3979400086720375
4.22,1933-02-13,2500.0,0.6253124509616739,3.3979400086720375
4.2,1933-02-14,2400.0,0.6232492903979004,3.380211241711606
4.17,1933-02-15,2400.0,0.6201360549737575,3.380211241711606
4.14,1933-02-16,2300.0,0.617000341120899,3.361727836017593
4.13,1933-02-17,2380.0,0.615950051656401,3.376576957056512
4.11,1933-02-18,2360.0,0.6138418218760693,3.3729120029701067
4.12,1933-02-19,2320.0,0.6148972160331346,3.3654879848909
4.12,1933-02-20,2283.0,0.6148972160331346,3.3585059114902354
4.12,1933-02-21,2251.0,0.6148972160331346,3.35237549500052
4.12,1933-02-22,2214.0,0.6148972160331346,3.345177616542704
4.12,1933-02-23,2179.0,0.6148972160331346,3.3382572302462554
4.12,1933-02-24,2144.0,0.6148972160331346,3.3312247810207323
4.12,1933-02-25,2126.0,0.6148972160331346,3.327563260187278
4.11,1933-02-26,2095.0,0.6138418218760693,3.3211840273023143
4.11,1933-02-27,2080.0,0.6138418218760693,3.3180633349627615
4.11,1933-02-28,2080.0,0.6138418218760693,3.3180633349627615
4.1,1933-03-01,2050.0,0.6127838567197355,3.311753861055754
4.1,1933-03-02,2020.0,0.6127838567197355,3.305351369446624
4.09,1933-03-03,1990.0,0.6117233080073418,3.298853076409707
4.08,1933-03-04,1975.0,0.6106601630898799,3.295567099962479
4.05,1933-03-05,1960.0,0.6074550232146685,3.292256071356476
4.0,1933-03-06,1945.0,0.6020599913279624,3.2889196056617265
3.95,1933-03-07,1915.0,0.5965970956264602,3.2821687783046416
3.9,1933-03-08,1890.0,0.5910646070264992,3.2764618041732443
3.84,1933-03-09,1870.0,0.5843312243675308,3.271841606536499
3.82,1933-03-10,1861.0,0.5820633629117087,3.269746373130767
3.8,1933-03-11,1859.0,0.5797835966168101,3.2692793897718984
3.78,1933-03-12,1844.0,0.5774917998372253,3.2657609167176105
3.75,1933-03-13,1814.0,0.5740312677277188,3.2586372827240764
5.04,1933-03-14,1784.0,0.7024305364455253,3.2513948500401044
5.04,1933-03-15,1760.0,0.7024305364455253,3.24551266781415
5.03,1933-03-16,1730.0,0.7015679850559274,3.2380461031287955
5.02,1933-03-17,1710.0,0.7007037171450193,3.2329961103921536
5.01,1933-03-18,1690.0,0.6998377258672457,3.2278867046136734
5.0,1933-03-19,1670.0,0.6989700043360189,3.2227164711475833
4.99,1933-03-20,1670.0,0.69810054562339,3.2227164711475833
4.97,1933-03-21,1670.0,0.696356388733332,3.2227164711475833
4.95,1933-03-22,1670.0,0.6946051989335688,3.2227164711475833
4.94,1933-03-23,1660.0,0.693726948923647,3.220108088040055
4.93,1933-03-24,1650.0,0.69284691927723,3.2174839442139063
4.92,1933-03-25,1650.0,0.6919651027673603,3.2174839442139063
4.91,1933-03-26,1650.0,0.6910814921229684,3.2174839442139063
4.88,1933-03-27,1650.0,0.6884198220027106,3.2174839442139063
4.86,1933-03-28,1650.0,0.6866362692622934,3.2174839442139063
4.85,1933-03-29,1630.0,0.6857417386022636,3.2121876044039577
4.84,1933-03-30,1610.0,0.6848453616444125,3.2068258760318495
4.83,1933-03-31,1590.0,0.6839471307515121,3.2013971243204513
4.82,1933-04-01,1590.0,0.6830470382388496,3.2013971243204513
4.81,1933-04-02,1590.0,0.6821450763738317,3.2013971243204513
4.8,1933-04-03,1570.0,0.6812412373755872,3.1958996524092336
4.79,1933-04-04,1550.0,0.6803355134145632,3.1903316981702914
4.78,1933-04-05,1530.0,0.6794278966121189,3.184691430817599
4.77,1933-04-06,1530.0,0.6785183790401139,3.184691430817599
4.75,1933-04-07,1530.0,0.6766936096248666,3.184691430817599
4.74,1933-04-08,1520.0,0.6757783416740851,3.1818435879447726
4.73,1933-04-09,1510.0,0.6748611407378116,3.1789769472931693
4.71,1933-04-10,1490.0,0.6730209071288962,3.173186268412274
4.68,1933-04-11,1480.0,0.670245853074124,3.1702617153949575
4.66,1933-04-12,1510.0,0.6683859166900001,3.1789769472931693
4.64,1933-04-13,1480.0,0.6665179805548809,3.1702617153949575
4.63,1933-04-14,1499.0,0.6655809910179531,3.1758016328482794
4.62,1933-04-15,1513.0,0.6646419755561255,3.179838928023187
4.62,1933-04-16,1500.0,0.6646419755561255,3.1760912590556813
4.62,1933-04-17,1515.0,0.6646419755561255,3.180412632838324
4.63,1933-04-18,1625.0,0.6655809910179531,3.210853365314893
4.64,1933-04-19,1714.0,0.6665179805548809,3.2340108175871793
4.65,1933-04-20,1663.0,0.667452952889954,3.2208922492195193
4.67,1933-04-21,1609.0,0.6693168805661122,3.2065560440990297
4.76,1933-04-22,1772.0,0.6776069527204931,3.248463717551032
4.75,1933-04-23,1937.0,0.6766936096248666,3.287129620719111
4.76,1933-04-24,1836.0,0.6776069527204931,3.2638726768652235
4.82,1933-04-25,1727.0,0.6830470382388496,3.237292337567459
4.77,1933-04-26,1663.0,0.6785183790401139,3.2208922492195193
4.8,1933-04-27,1640.0,0.6812412373755872,3.214843848047698
4.82,1933-04-28,1640.0,0.6830470382388496,3.214843848047698
4.8,1933-04-29,1630.0,0.6812412373755872,3.2121876044039577
4.82,1933-04-30,1730.0,0.6830470382388496,3.2380461031287955
4.94,1933-05-01,1836.0,0.693726948923647,3.2638726768652235
5.04,1933-05-02,1914.0,0.7024305364455253,3.281941933440825
5.1,1933-05-03,1965.0,0.7075701760979364,3.2933625547114453
5.14,1933-05-04,1949.0,0.7109631189952758,3.2898118391176214
5.15,1933-05-05,1941.0,0.7118072290411911,3.2880255353883627
5.12,1933-05-06,1952.0,0.7092699609758307,3.290479813330673
5.14,1933-05-07,1853.0,0.7109631189952758,3.2678754193188975
5.0,1933-05-08,1818.0,0.6989700043360189,3.2595938788859486
5.0,1933-05-09,1760.0,0.6989700043360189,3.24551266781415
4.97,1933-05-10,1737.0,0.696356388733332,3.2397998184470986
4.97,1933-05-11,1753.0,0.696356388733332,3.243781916093795
5.0,1933-05-12,1799.0,0.6989700043360189,3.2550311633455515
4.96,1933-05-13,1856.0,0.6954816764901974,3.268577971882843
4.95,1933-05-14,1795.0,0.6946051989335688,3.254064452914338
4.93,1933-05-15,1792.0,0.69284691927723,3.2533380053261065
4.94,1933-05-16,1763.0,0.693726948923647,3.246252312299322
5.32,1933-05-17,1975.0,0.7259116322950482,3.295567099962479
5.32,1933-05-18,2175.0,0.7259116322950482,3.337459261290656
5.25,1933-05-19,2056.0,0.7201593034059569,3.313023110323238
5.15,1933-05-20,1977.0,0.7118072290411911,3.2960066693136723
5.16,1933-05-21,1892.0,0.7126497016272114,3.276921132065774
5.18,1933-05-22,1917.0,0.714329759745233,3.2826221128780624
5.2,1933-05-23,1920.0,0.7160033436347992,3.2833012287035497
5.25,1933-05-24,2066.0,0.7201593034059569,3.315130317183602
5.45,1933-05-25,2206.0,0.7363965022766424,3.343605508104172
5.57,1933-05-26,2215.0,0.7458551951737289,3.3453737305590883
5.42,1933-05-27,2321.0,0.7339992865383869,3.3656751404559175
5.45,1933-05-28,2473.0,0.7363965022766424,3.3932241163612975
5.66,1933-05-29,2627.0,0.7528164311882715,3.4194600727860704
5.7,1933-05-30,2802.0,0.7558748556724915,3.4474681309497557
5.77,1933-05-31,2805.0,0.7611758131557314,3.4479328655921804
5.87,1933-06-01,3100.0,0.7686381012476144,3.4913616938342726
6.1,1933-06-02,3316.0,0.785329835010767,3.520614521878236
6.25,1933-06-03,3783.0,0.7958800173440752,3.577836341292744
6.45,1933-06-04,4021.0,0.8095597146352678,3.604334073102911
6.85,1933-06-05,4568.0,0.8356905714924255,3.6597260952377915
7.4,1933-06-06,4724.0,0.8692317197309762,3.6743098889414774
7.56,1933-06-07,4687.0,0.8785217955012065,3.67089495352021
7.62,1933-06-08,4745.0,0.8819549713396005,3.6762362167633116
7.6,1933-06-09,4963.0,0.8808135922807914,3.6957442751973235
7.6,1933-06-10,5095.0,0.8808135922807914,3.707144188342445
7.75,1933-06-11,5151.0,0.8893017025063102,3.711891549880579
7.9,1933-06-12,5932.0,0.8976270912904415,3.7732011423563443
8.3,1933-06-13,6479.0,0.919078092376074,3.811507979945327
